date,open,close,high,low,volume
2024-01-02,3.55,3.68,3.72,3.55,1596564.67
2024-01-03,3.69,3.7,3.71,3.63,971109.13
2024-01-04,3.71,3.74,3.74,3.68,878789.58
2024-01-05,3.76,3.76,3.84,3.74,1343219.28
2024-01-08,3.78,3.74,3.79,3.74,740152.8
2024-01-09,3.74,3.74,3.77,3.69,781141.21
2024-01-10,3.74,3.73,3.75,3.7,535849.36
2024-01-11,3.73,3.68,3.74,3.66,894408.71
2024-01-12,3.68,3.71,3.73,3.67,721189.25
2024-01-15,3.7,3.76,3.78,3.69,736494.73
2024-01-16,3.71,3.73,3.74,3.68,906155.13
2024-01-17,3.72,3.66,3.74,3.65,679575.68
2024-01-18,3.64,3.64,3.66,3.53,1383578.48
2024-01-19,3.64,3.58,3.66,3.56,577646.74
2024-01-22,3.55,3.45,3.56,3.41,941400.85
2024-01-23,3.42,3.51,3.54,3.39,701683.59
2024-01-24,3.51,3.59,3.6,3.5,755853.42
2024-01-25,3.61,3.67,3.68,3.6,771515.11
2024-01-26,3.67,3.73,3.74,3.65,665141.07
2024-01-29,3.74,3.73,3.78,3.71,736856.03
2024-01-30,3.71,3.67,3.74,3.65,644314.57
2024-01-31,3.64,3.69,3.73,3.63,837610.87
2024-02-01,3.67,3.64,3.72,3.63,770480.94
2024-02-02,3.64,3.64,3.7,3.56,1074325.49
2024-02-05,3.62,3.61,3.65,3.55,1164412.23
2024-02-06,3.59,3.71,3.73,3.58,1164567.3
2024-02-07,3.69,3.79,3.8,3.67,1312745.0
2024-02-08,3.8,3.77,3.84,3.74,1248597.6
2024-02-19,3.8,3.84,3.84,3.74,1178749.45
2024-02-20,3.84,3.91,3.95,3.81,1366007.46
2024-02-21,3.89,3.85,3.95,3.84,1099536.05
2024-02-22,3.84,3.99,3.99,3.84,1151171.22
2024-02-23,4.01,4.06,4.24,4.01,1657700.89
2024-02-26,4.05,3.9,4.07,3.88,1322465.0
2024-02-27,3.9,3.95,3.98,3.89,825688.25
2024-02-28,3.95,4.02,4.07,3.91,1289159.67
2024-02-29,4.02,4.03,4.05,3.99,901039.93
2024-03-01,4.01,4.0,4.08,3.99,863222.52
2024-03-04,3.99,4.14,4.14,3.98,1096055.33
2024-03-05,4.12,4.17,4.21,4.1,861509.64
2024-03-06,4.18,4.17,4.25,4.15,794462.24
2024-03-07,4.16,4.16,4.25,4.15,712674.58
2024-03-08,4.18,4.22,4.23,4.13,967126.11
2024-03-11,4.26,4.19,4.31,4.12,1219803.69
2024-03-12,4.16,3.97,4.17,3.96,1584460.82
2024-03-13,3.97,4.05,4.07,3.95,998739.69
2024-03-14,4.05,4.09,4.13,4.03,798472.47
2024-03-15,4.09,4.11,4.15,4.05,886046.08
2024-03-18,4.1,4.11,4.15,4.05,871397.31
2024-03-19,4.1,4.05,4.15,4.04,858001.12
2024-03-20,4.05,4.05,4.1,3.99,539377.22
2024-03-21,4.05,4.06,4.09,4.02,647255.87
2024-03-22,4.05,4.03,4.09,4.01,490162.31
2024-03-25,4.01,4.06,4.12,3.99,755505.86
2024-03-26,4.05,4.04,4.08,3.99,640272.96
2024-03-27,4.05,4.04,4.09,4.01,635527.83
2024-03-28,4.04,4.05,4.07,3.98,685923.81
2024-03-29,4.05,4.19,4.19,4.04,872052.55
2024-04-01,4.24,4.24,4.28,4.18,850154.7
2024-04-02,4.22,4.26,4.32,4.21,842129.8
2024-04-03,4.27,4.26,4.28,4.19,612125.24
2024-04-08,4.26,4.32,4.38,4.25,1004629.75
2024-04-09,4.32,4.24,4.33,4.23,949579.54
2024-04-10,4.24,4.25,4.31,4.23,884751.68
2024-04-11,4.25,4.39,4.44,4.23,1344698.75
2024-04-12,4.39,4.38,4.42,4.36,674218.73
2024-04-15,4.4,4.51,4.54,4.35,1174111.34
2024-04-16,4.5,4.46,4.54,4.4,1003349.93
2024-04-17,4.45,4.47,4.48,4.37,967643.89
2024-04-18,4.36,4.26,4.42,4.22,2648306.04
2024-04-19,4.25,4.19,4.32,4.15,1669142.13
2024-04-22,4.15,4.1,4.24,4.05,1244576.32
2024-04-23,4.05,4.05,4.09,3.99,1080264.32
2024-04-24,4.09,4.08,4.15,4.05,1063895.63
2024-04-25,4.05,4.05,4.09,4.04,732436.44
2024-04-26,4.03,4.09,4.13,4.03,1254839.69
2024-04-29,4.13,3.98,4.13,3.95,1829308.77
2024-04-30,3.97,3.98,4.05,3.95,1268281.78
2024-05-06,3.99,4.07,4.07,3.95,1270387.3
2024-05-07,4.06,4.04,4.1,4.01,1026709.17
2024-05-08,4.03,4.05,4.1,4.02,849497.33
2024-05-09,4.05,4.12,4.13,4.03,928656.85
2024-05-10,4.11,4.2,4.2,4.11,1088653.5
2024-05-13,4.21,4.23,4.26,4.14,1435431.39
2024-05-14,4.19,4.18,4.21,4.15,1110035.37
2024-05-15,4.16,4.11,4.2,4.07,966896.25
2024-05-16,4.1,4.03,4.11,4.02,925167.56
2024-05-17,4.03,4.05,4.07,4.02,648379.89
2024-05-20,4.05,4.15,4.15,4.04,1041563.75
2024-05-21,4.14,4.12,4.14,4.09,648255.08
2024-05-22,4.12,4.11,4.17,4.1,821931.15
2024-05-23,4.1,4.06,4.15,4.05,777422.68
2024-05-24,4.05,4.17,4.22,4.05,1667405.04
2024-05-27,4.17,4.22,4.24,4.14,1235222.71
2024-05-28,4.23,4.24,4.28,4.21,1206255.93
2024-05-29,4.22,4.25,4.26,4.16,897290.51
2024-05-30,4.24,4.15,4.25,4.14,918978.81
2024-05-31,4.16,4.14,4.19,4.14,668061.26
2024-06-03,4.15,4.16,4.19,4.1,788541.53
2024-06-04,4.15,4.23,4.24,4.13,854098.5
2024-06-05,4.22,4.21,4.25,4.19,670601.81
2024-06-06,4.21,4.27,4.35,4.2,1240250.91
2024-06-07,4.26,4.33,4.33,4.25,870486.12
2024-06-11,4.34,4.2,4.36,4.15,1184506.48
2024-06-12,4.19,4.27,4.29,4.16,781588.77
2024-06-13,4.29,4.28,4.35,4.24,797599.0
2024-06-14,4.28,4.2,4.32,4.19,982054.34
2024-06-17,4.18,4.17,4.23,4.14,698922.05
2024-06-18,4.17,4.16,4.19,4.11,643640.59
2024-06-19,4.15,4.15,4.18,4.13,477343.37
2024-06-20,4.15,4.18,4.2,4.14,632814.39
2024-06-21,4.19,4.14,4.22,4.12,664503.22
2024-06-24,4.13,4.09,4.15,4.07,581438.75
2024-06-25,4.09,4.1,4.12,4.07,462326.41
2024-06-26,4.09,4.12,4.13,4.02,593404.51
2024-06-27,4.13,4.08,4.19,4.06,659125.5
2024-06-28,4.07,4.23,4.25,4.05,1272618.99
2024-07-01,4.24,4.32,4.34,4.22,829787.43
2024-07-02,4.32,4.36,4.36,4.29,633073.72
2024-07-03,4.35,4.31,4.36,4.28,478886.5
2024-07-04,4.31,4.28,4.35,4.27,442442.86
2024-07-05,4.28,4.25,4.29,4.19,522402.5
2024-07-08,4.24,4.29,4.34,4.21,737096.5
2024-07-09,4.32,4.42,4.42,4.27,892718.21
2024-07-10,4.42,4.23,4.44,4.21,1043867.13
2024-07-11,4.26,4.23,4.28,4.14,847387.53
2024-07-12,4.2,4.13,4.27,4.13,787671.55
2024-07-15,4.12,4.15,4.18,4.06,620462.97
2024-07-16,4.15,4.16,4.21,4.13,468805.0
2024-07-17,4.15,4.01,4.16,4.0,1112179.0
2024-07-18,4.01,4.09,4.09,3.97,658291.33
2024-07-19,4.06,4.08,4.12,4.05,495926.0
2024-07-22,4.08,4.02,4.09,3.99,412810.75
2024-07-23,4.02,3.94,4.05,3.94,547836.01
2024-07-24,3.93,4.06,4.12,3.93,1000411.5
2024-07-25,4.11,4.03,4.12,3.99,604522.06
2024-07-26,4.09,4.05,4.09,3.99,513615.16
2024-07-29,4.06,4.12,4.15,4.05,550531.84
2024-07-30,4.13,4.03,4.13,4.01,509441.77
2024-07-31,4.02,4.07,4.07,3.97,562459.9
2024-08-01,4.07,4.05,4.12,4.04,463304.35
2024-08-02,4.02,4.01,4.04,3.99,413825.11
2024-08-05,3.99,3.88,4.01,3.88,666510.06
2024-08-06,3.91,3.87,3.96,3.83,747730.0
2024-08-07,3.87,3.88,3.91,3.86,547653.93
2024-08-08,3.88,3.91,3.94,3.83,665941.0
2024-08-09,3.93,3.92,3.98,3.92,420690.3
2024-08-12,3.91,3.93,3.94,3.88,513716.77
2024-08-13,3.93,3.93,3.96,3.9,334879.84
2024-08-14,3.94,3.97,4.0,3.91,518212.7
2024-08-15,3.97,4.01,4.01,3.94,360754.12
2024-08-16,4.01,3.95,4.03,3.93,506763.0
2024-08-19,3.95,3.97,4.01,3.94,392934.7
2024-08-20,3.98,3.88,3.99,3.84,588684.5
2024-08-21,3.88,3.84,3.88,3.8,450258.5
2024-08-22,3.84,3.87,3.89,3.82,313789.5
2024-08-23,3.87,3.85,3.88,3.82,331818.5
2024-08-26,3.91,4.06,4.07,3.9,1286152.62
2024-08-27,4.07,4.07,4.07,4.02,511115.51
2024-08-28,4.07,4.1,4.13,4.06,595189.5
2024-08-29,4.1,4.07,4.13,4.07,477519.5
2024-08-30,4.07,4.06,4.11,4.02,561948.65
2024-09-02,4.07,4.15,4.2,4.05,843390.21
2024-09-03,4.16,4.13,4.22,4.08,549866.57
2024-09-04,4.11,4.13,4.15,4.07,378378.44
2024-09-05,4.13,4.11,4.16,4.08,330476.07
2024-09-06,4.09,4.05,4.13,4.04,307855.59
2024-09-09,4.04,3.93,4.05,3.91,526610.25
2024-09-10,3.95,3.92,3.98,3.88,409587.53
2024-09-11,3.89,3.8,3.91,3.76,1048792.35
2024-09-12,3.82,3.84,3.88,3.82,611463.45
2024-09-13,3.83,3.86,3.89,3.82,512294.21
2024-09-18,3.85,3.93,3.93,3.85,434915.86
2024-09-19,3.94,3.92,3.95,3.85,523331.29
2024-09-20,3.92,3.96,3.97,3.89,495475.22
2024-09-23,3.95,4.07,4.1,3.94,706183.38
2024-09-24,4.1,4.18,4.19,4.06,863182.56
2024-09-25,4.21,4.23,4.28,4.19,892742.54
2024-09-26,4.21,4.26,4.27,4.15,823341.3
2024-09-27,4.32,4.33,4.34,4.26,696742.15
2024-09-30,4.39,4.56,4.63,4.36,2068293.73
2024-10-08,4.93,4.49,4.99,4.4,2652987.1
2024-10-09,4.44,4.3,4.47,4.26,1501166.63
2024-10-10,4.33,4.46,4.58,4.33,1429437.83
2024-10-11,4.45,4.34,4.48,4.3,947815.25
2024-10-14,4.37,4.44,4.48,4.33,881124.72
2024-10-15,4.44,4.3,4.51,4.3,1265240.99
2024-10-16,4.27,4.34,4.38,4.27,691169.18
2024-10-17,4.34,4.28,4.39,4.28,528579.66
2024-10-18,4.29,4.32,4.38,4.26,741910.17
2024-10-21,4.33,4.27,4.35,4.26,746329.04
2024-10-22,4.31,4.39,4.41,4.3,1112127.52
2024-10-23,4.41,4.4,4.44,4.35,767807.41
2024-10-24,4.37,4.4,4.41,4.34,498263.04
2024-10-25,4.4,4.34,4.41,4.32,825263.86
2024-10-28,4.32,4.36,4.37,4.27,705071.83
2024-10-29,4.38,4.25,4.41,4.24,1008072.92
2024-10-30,4.23,4.22,4.26,4.16,758694.76
2024-10-31,4.21,4.24,4.27,4.19,693766.58
2024-11-01,4.24,4.27,4.32,4.19,886359.79
2024-11-04,4.27,4.26,4.28,4.22,588690.17
2024-11-05,4.26,4.31,4.31,4.25,714037.43
2024-11-06,4.31,4.26,4.31,4.24,732880.23
2024-11-07,4.24,4.33,4.33,4.23,843473.78
2024-11-08,4.35,4.28,4.39,4.27,1009529.64
2024-11-11,4.27,4.26,4.28,4.21,713714.78
2024-11-12,4.26,4.2,4.28,4.19,705487.93
2024-11-13,4.2,4.23,4.25,4.19,464151.64
2024-11-14,4.23,4.17,4.26,4.17,627744.51
2024-11-15,4.17,4.15,4.21,4.14,546029.42
2024-11-18,4.15,4.19,4.24,4.15,776250.5
2024-11-19,4.2,4.17,4.2,4.13,526909.62
2024-11-20,4.17,4.19,4.2,4.15,474417.11
2024-11-21,4.18,4.19,4.21,4.16,442625.8
2024-11-22,4.18,4.07,4.22,4.06,863586.63
2024-11-25,4.07,4.03,4.09,4.0,515579.69
2024-11-26,4.03,4.04,4.06,4.0,392875.75
2024-11-27,4.04,4.07,4.07,3.97,547138.68
2024-11-28,4.07,4.03,4.07,4.02,398856.5
2024-11-29,4.03,4.03,4.05,4.02,535126.8
2024-12-02,4.02,4.05,4.07,4.01,667799.74
2024-12-03,4.05,4.09,4.09,4.03,701790.09
2024-12-04,4.08,4.13,4.15,4.07,797155.08
2024-12-05,4.12,4.07,4.13,4.07,528354.88
2024-12-06,4.08,4.16,4.17,4.07,766524.58
2024-12-09,4.15,4.19,4.22,4.14,692791.08
2024-12-10,4.26,4.15,4.26,4.15,773073.52
2024-12-11,4.15,4.22,4.22,4.14,668072.26
2024-12-12,4.21,4.22,4.24,4.19,535891.0
2024-12-13,4.22,4.21,4.24,4.17,832333.75
2024-12-16,4.21,4.26,4.27,4.2,834213.67
2024-12-17,4.26,4.24,4.3,4.22,624366.59
2024-12-18,4.25,4.27,4.3,4.23,603427.94
2024-12-19,4.26,4.2,4.28,4.18,605045.66
2024-12-20,4.2,4.14,4.22,4.12,497940.14
2024-12-23,4.14,4.19,4.23,4.12,631722.02
2024-12-24,4.18,4.22,4.23,4.16,426404.35
2024-12-25,4.23,4.22,4.24,4.19,378097.22
2024-12-26,4.22,4.12,4.22,4.11,755622.75
2024-12-27,4.12,4.15,4.16,4.1,612497.58
2024-12-30,4.15,4.16,4.17,4.14,589181.07
2024-12-31,4.16,4.11,4.2,4.1,702453.93
2025-01-02,4.12,4.03,4.14,4.0,740669.25
2025-01-03,4.04,4.02,4.08,4.0,643863.46
2025-01-06,4.03,4.05,4.07,3.99,546509.25
2025-01-07,4.04,3.98,4.05,3.95,551629.09
2025-01-08,3.99,4.0,4.03,3.94,520872.42
2025-01-09,4.0,3.91,4.0,3.9,528231.94
2025-01-10,3.9,3.9,3.92,3.86,505675.84
2025-01-13,3.87,3.88,3.9,3.86,431585.08
2025-01-14,3.88,3.93,3.95,3.87,470017.43
2025-01-15,3.93,3.93,3.97,3.9,341074.13
2025-01-16,3.94,3.94,3.97,3.92,359282.28
2025-01-17,3.95,3.95,3.96,3.91,338449.4
2025-01-20,3.95,3.92,3.99,3.91,463226.0
2025-01-21,3.94,3.9,3.94,3.89,301580.25
2025-01-22,3.89,3.88,3.91,3.86,364070.44
2025-01-23,3.91,3.89,3.96,3.88,439128.93
2025-01-24,3.89,3.9,3.91,3.87,372228.75
2025-01-27,3.9,3.98,4.01,3.9,686342.65
2025-02-05,4.0,3.94,4.0,3.92,446882.3
2025-02-06,3.93,3.94,3.95,3.91,412894.25
2025-02-07,3.93,3.96,3.97,3.92,504267.0
2025-02-10,3.95,3.92,3.97,3.91,537120.91
2025-02-21,3.7,3.67,3.75,3.59,3028191.2
2025-02-24,3.62,3.55,3.64,3.52,2084075.88
2025-02-25,3.54,3.59,3.65,3.53,1473330.96
2025-02-26,3.57,3.56,3.59,3.53,1033128.14
2025-02-27,3.54,3.55,3.56,3.53,797311.83
2025-02-28,3.54,3.54,3.58,3.52,932221.25
2025-03-03,3.54,3.51,3.55,3.51,738253.41
2025-03-04,3.53,3.58,3.6,3.52,1085671.27
2025-03-05,3.59,3.69,3.7,3.58,1478626.88
2025-03-06,3.69,3.65,3.69,3.62,1121162.66
2025-03-07,3.64,3.62,3.65,3.59,750880.75
2025-03-10,3.62,3.63,3.66,3.61,591055.26
2025-03-11,3.62,3.66,3.66,3.61,561527.49
2025-03-12,3.66,3.64,3.66,3.62,603356.04
2025-03-13,3.64,3.71,3.72,3.63,1324428.73
2025-03-14,3.71,3.73,3.75,3.69,974063.26
2025-03-17,3.73,3.75,3.8,3.72,816807.54
2025-03-18,3.75,3.72,3.77,3.7,525642.5
2025-03-19,3.72,3.79,3.8,3.7,661601.21
2025-03-20,3.79,3.76,3.82,3.75,616827.68
2025-03-21,3.76,3.78,3.82,3.76,721592.99
2025-03-24,3.78,3.78,3.81,3.74,593963.5
2025-03-25,3.78,3.82,3.83,3.75,730515.18
2025-03-26,3.83,3.79,3.84,3.78,508143.57
2025-03-27,3.8,3.76,3.81,3.74,565488.72
2025-03-28,3.75,3.73,3.78,3.72,411009.2
2025-03-31,3.73,3.76,3.82,3.72,645498.86
2025-04-01,3.75,3.86,3.88,3.75,1071135.27
2025-04-02,3.87,3.83,3.87,3.81,521774.23
2025-04-03,3.81,3.86,3.87,3.8,578218.38
2025-04-07,3.76,3.68,3.77,3.57,1466760.26
2025-04-08,3.68,3.76,3.77,3.67,939856.19
2025-04-09,3.73,3.78,3.81,3.64,1241049.57
2025-04-10,3.78,3.76,3.8,3.74,796887.0
2025-04-11,3.75,3.74,3.76,3.71,514301.0
2025-04-14,3.74,3.8,3.8,3.73,637053.19
2025-04-15,3.8,3.82,3.82,3.77,527625.22
2025-04-16,3.82,3.88,3.88,3.79,851431.73
2025-04-17,3.86,3.84,3.89,3.83,525799.05
2025-04-18,3.84,3.84,3.85,3.8,337935.11
2025-04-21,3.84,3.83,3.86,3.82,430173.25
2025-04-22,3.83,3.83,3.87,3.82,512865.72
2025-04-23,3.84,3.81,3.84,3.79,424357.94
2025-04-24,3.81,3.86,3.88,3.8,752719.69
2025-04-25,3.82,3.84,3.86,3.76,1110830.57
2025-04-28,3.85,3.88,3.91,3.82,1262357.1
2025-04-29,3.88,3.82,3.88,3.8,963755.57
2025-04-30,3.82,3.79,3.82,3.78,461933.35
2025-05-06,3.79,3.81,3.82,3.78,528307.61
2025-05-07,3.82,3.81,3.84,3.8,508575.63
2025-05-08,3.81,3.81,3.82,3.79,400368.52
