date,open,close,high,low,volume
2024-01-02,69.2,67.93,69.4,67.81,70056.6
2024-01-03,67.79,67.66,69.07,66.95,68495.36
2024-01-04,67.41,66.17,67.47,65.52,66910.39
2024-01-05,65.68,64.62,67.5,64.04,71029.61
2024-01-08,64.17,64.0,65.78,63.67,59009.83
2024-01-09,64.63,71.75,74.62,64.36,254804.61
2024-01-10,70.5,75.98,78.23,70.5,259645.78
2024-01-11,76.12,77.27,79.02,76.05,193162.97
2024-01-12,77.16,76.15,78.03,75.9,127865.43
2024-01-15,75.38,74.82,76.55,73.82,85333.36
2024-01-16,74.82,74.7,76.29,73.47,98118.24
2024-01-17,74.4,74.48,76.24,72.7,121437.44
2024-01-18,73.47,79.19,79.22,73.47,190886.12
2024-01-19,77.61,71.0,78.35,70.9,203235.94
2024-01-22,71.69,71.17,73.72,69.69,135842.58
2024-01-23,70.9,72.11,74.85,68.47,126064.32
2024-01-24,73.11,71.09,73.27,68.6,104168.97
2024-01-25,70.44,70.13,70.49,66.86,125161.12
2024-01-26,69.49,69.59,72.75,69.16,99156.93
2024-01-29,69.5,61.47,69.59,61.44,149842.72
2024-01-30,60.57,60.06,63.03,59.97,88495.67
2024-01-31,59.44,59.27,61.33,58.61,93596.44
2024-02-01,58.64,60.54,63.03,58.58,115160.06
2024-02-02,60.07,56.85,60.48,54.58,111851.13
2024-02-05,56.11,53.19,56.58,50.74,100279.24
2024-02-06,53.19,57.39,58.08,52.52,95928.48
2024-02-07,58.21,59.14,60.78,58.12,103647.09
2024-02-08,59.92,59.68,60.16,56.82,111752.01
2024-02-19,59.47,60.07,60.36,58.08,73030.36
2024-02-20,59.57,58.84,59.83,57.39,82173.12
2024-02-21,58.19,60.55,62.6,57.97,117188.2
2024-02-22,60.04,60.97,63.04,59.74,84964.58
2024-02-23,61.34,61.95,63.52,60.99,89186.79
2024-02-26,61.55,62.4,62.85,60.32,98109.35
2024-02-27,61.75,64.58,64.83,61.36,101399.16
