date,open,close,high,low,volume
2024-01-02,1622.49,1594.12,1625.51,1587.58,32156.44
2024-01-03,1590.43,1602.63,1603.78,1585.91,20229.29
2024-01-04,1601.68,1578.97,1601.68,1573.23,21551.07
2024-01-05,1571.72,1573.64,1588.11,1563.0,20242.86
2024-01-08,1571.41,1555.31,1572.35,1551.55,25586.2
2024-01-09,1552.49,1552.49,1563.19,1546.88,24412.04
2024-01-10,1552.58,1552.96,1569.95,1549.65,17350.67
2024-01-11,1551.63,1557.75,1568.51,1549.7,16440.55
2024-01-12,1551.51,1554.43,1562.19,1550.97,11603.24
2024-01-15,1546.81,1551.54,1565.7,1546.29,17854.03
2024-01-16,1550.12,1551.0,1558.16,1537.29,25903.14
2024-01-17,1542.08,1491.94,1547.26,1491.94,51632.76
2024-01-18,1489.1,1523.98,1525.81,1471.64,60439.81
2024-01-19,1522.09,1546.81,1549.66,1514.53,46378.43
2024-01-22,1541.13,1553.43,1554.38,1531.56,46945.89
2024-01-23,1543.98,1531.67,1551.49,1522.21,34834.9
2024-01-24,1541.13,1538.29,1545.71,1517.06,33216.35
2024-01-25,1539.07,1549.65,1552.49,1534.51,31205.8
2024-01-26,1542.42,1549.0,1555.42,1535.46,26954.75
2024-01-29,1551.82,1561.0,1571.01,1551.81,31420.68
2024-01-30,1560.98,1526.0,1560.98,1523.16,30866.33
2024-01-31,1526.0,1518.34,1532.59,1511.93,29649.12
2024-02-01,1518.9,1523.19,1536.3,1514.64,26485.15
2024-02-02,1527.89,1509.91,1539.98,1495.72,39382.02
2024-02-05,1509.91,1542.09,1549.12,1509.2,53130.36
2024-02-06,1542.09,1585.6,1594.57,1538.39,52472.04
2024-02-07,1590.36,1618.7,1622.11,1571.98,52601.07
2024-02-08,1627.23,1613.98,1631.95,1594.11,46756.54
2024-02-19,1644.13,1603.98,1644.19,1596.95,36977.44
2024-02-20,1605.81,1579.92,1605.81,1567.21,34470.07
2024-02-21,1576.16,1625.01,1637.63,1572.35,46154.07
2024-02-22,1615.4,1625.69,1630.07,1608.8,22793.61
2024-02-23,1618.81,1621.63,1631.37,1608.32,27305.89
2024-02-26,1615.87,1603.55,1616.57,1594.13,27318.32
