date,open,close,high,low,volume
2024-01-02,47.78,47.54,48.11,47.39,12806.67
2024-01-03,47.32,47.0,47.91,46.48,13588.89
2024-01-04,47.0,46.84,47.16,46.21,8660.52
2024-01-05,46.68,45.79,47.0,45.53,10115.43
2024-01-08,45.59,43.76,45.79,43.76,14472.07
2024-01-09,43.74,43.41,44.4,42.87,13522.96
2024-01-10,42.94,42.78,43.54,42.3,10048.68
2024-01-11,42.88,43.87,44.23,42.88,10737.87
2024-01-12,43.62,43.33,44.17,43.33,9103.64
2024-01-15,42.01,41.89,42.23,40.58,19731.1
2024-01-16,41.77,42.07,42.25,41.35,10052.26
2024-01-17,42.1,40.57,42.18,40.57,10053.16
2024-01-18,40.42,41.09,41.18,39.58,13052.19
2024-01-19,41.02,40.11,41.49,40.11,8168.14
2024-01-22,40.04,37.04,40.11,36.59,17976.87
2024-01-23,37.1,37.92,38.51,36.93,14218.54
2024-01-24,38.2,38.54,38.94,36.9,13761.53
2024-01-25,38.57,39.52,39.65,37.96,16034.44
2024-01-26,39.35,40.0,41.34,39.29,22338.78
2024-01-29,40.24,38.35,40.73,38.16,17040.15
2024-01-30,42.45,42.72,45.53,41.95,76879.82
2024-01-31,41.01,38.8,42.56,38.59,56676.02
2024-02-01,37.31,46.57,46.57,37.31,123762.91
2024-02-02,47.46,46.11,50.43,44.4,121158.83
2024-02-05,43.25,41.84,45.16,41.34,80561.82
2024-02-06,40.57,43.3,44.78,36.91,76600.3
2024-02-07,43.28,45.99,49.66,42.38,84359.61
2024-02-08,44.52,47.4,47.42,44.39,66014.06
2024-02-19,46.65,51.37,52.53,46.16,86317.04
2024-02-20,50.07,51.72,53.56,49.07,90456.23
2024-02-21,55.12,50.52,59.87,50.38,114748.2
2024-02-22,50.53,51.75,53.53,50.53,83243.01
2024-02-23,49.76,50.75,51.64,49.5,68207.75
2024-02-26,50.68,51.89,52.56,50.68,66436.06
2024-02-27,51.14,52.87,52.94,49.93,63884.49
2024-02-28,52.21,47.85,53.43,47.8,70500.07
2024-02-29,47.46,49.72,49.73,46.99,43072.44
2024-03-01,49.76,51.25,51.78,49.19,46229.47
2024-03-04,52.21,52.09,54.81,51.57,65756.89
2024-03-05,50.92,52.73,52.97,50.28,63175.91
2024-03-06,52.05,53.33,53.92,51.76,55157.69
2024-03-07,52.97,51.31,54.8,51.21,59140.75
2024-03-08,51.9,55.39,57.67,50.33,97570.4
2024-03-11,54.78,54.7,55.66,53.94,59081.52
2024-03-12,54.35,54.12,55.65,53.74,47473.69
2024-03-13,53.82,54.89,55.84,53.24,61776.34
2024-03-14,54.81,53.0,54.86,51.94,50397.99
2024-03-15,52.5,52.44,52.74,50.91,37498.02
2024-03-18,52.77,53.58,53.89,52.51,41516.57
2024-03-19,53.19,53.26,54.33,52.51,40956.21
2024-03-20,52.51,53.47,54.11,52.22,38271.96
2024-03-21,54.37,54.86,56.29,53.64,75916.91
2024-03-22,54.26,52.53,54.76,52.51,48112.89
2024-03-25,51.83,48.99,52.05,48.68,40543.92
2024-03-26,48.85,49.28,49.6,48.52,22856.22
2024-03-27,48.99,46.9,49.13,46.9,22360.9
2024-03-28,46.7,48.04,48.75,46.42,22455.97
2024-03-29,47.79,48.84,48.89,47.46,18875.69
2024-04-01,48.83,49.45,49.61,48.53,18554.36
2024-04-02,49.4,48.32,49.4,48.01,20019.5
2024-04-03,47.95,46.96,48.41,46.96,15486.98
2024-04-08,46.46,45.01,46.54,45.01,19592.52
2024-04-09,45.78,46.34,46.69,45.37,16295.68
2024-04-10,45.79,45.29,46.23,44.84,15369.19
2024-04-11,44.84,45.41,46.68,44.82,13926.82
2024-04-12,45.16,43.83,45.74,43.37,20431.28
2024-04-15,43.83,42.74,44.63,41.95,18477.53
2024-04-16,42.49,39.88,42.87,39.83,22003.51
2024-04-17,40.57,41.92,41.97,40.57,19238.7
2024-04-18,41.95,42.03,42.61,41.25,16726.66
2024-04-19,44.04,43.27,44.78,42.87,34934.96
2024-04-22,45.01,44.87,47.31,44.84,37875.43
2024-04-23,43.39,45.19,46.39,43.39,31052.47
2024-04-24,45.12,46.74,46.77,44.48,34341.48
2024-04-25,46.28,45.64,47.08,45.35,27944.27
2024-04-26,45.17,46.07,46.76,45.02,31669.85
2024-04-29,46.58,47.74,48.21,46.48,37931.11
2024-04-30,47.58,47.06,48.2,47.04,35331.24
2024-05-06,47.23,47.66,47.98,47.07,31346.31
2024-05-07,47.43,48.79,49.67,47.23,43517.34
2024-05-08,48.33,50.83,51.02,48.24,58609.68
2024-05-09,49.09,49.01,50.98,47.88,57061.5
2024-05-10,47.22,44.4,47.43,43.85,85266.75
2024-05-13,43.63,43.63,44.54,43.14,31455.35
2024-05-14,43.83,43.6,44.39,43.37,28069.5
2024-05-15,43.41,43.5,43.89,42.99,20273.55
2024-05-16,43.5,43.26,43.85,43.17,22149.76
2024-05-17,43.25,43.0,43.56,42.33,35387.68
2024-05-20,42.87,43.17,43.32,42.65,29846.94
2024-05-21,42.92,42.41,43.08,42.18,26319.55
2024-05-22,42.6,42.56,42.82,42.33,22871.0
2024-05-23,42.52,41.72,42.52,41.56,21846.72
2024-05-24,42.8,41.49,42.99,41.37,37087.97
2024-05-27,40.95,40.97,41.64,40.35,29602.0
2024-05-28,41.03,40.19,41.08,40.17,20948.47
2024-05-29,40.19,40.22,40.42,39.88,22185.33
2024-05-30,39.89,39.83,40.24,39.55,19643.0
2024-05-31,39.81,40.16,40.23,39.67,23974.64
